Région,Département,cp_ville,Gazole_prix,SP95_prix,E85_prix,GPLc_prix,E10_prix,SP98_prix,geom
Nouvelle-Aquitaine,Haute-Vienne,87000 Limoges,1.935,1.955,,,,1.979,"45.815, 1.269"
Pays de la Loire,Loire-Atlantique,44230 Saint-Sébastien-sur-Loire,1.884,1.919,,0.929,1.859,1.979,"47.192, -1.492"
Île-de-France,Seine-et-Marne,77170 Brie-Comte-Robert,1.939,,,,1.899,1.984,"48.703, 2.6"
Centre-Val de Loire,Cher,18100 Vierzon,1.919,1.919,0.998,,1.879,,"47.205, 2.072"
Provence-Alpes-Côte d'Azur,Var,83660 Carnoules,1.949,,,,1.889,1.969,"43.299, 6.191"
Hauts-de-France,Somme,80100 Abbeville,1.962,1.91,,,,1.936,"50.10376, 1.82805"
Île-de-France,Seine-Saint-Denis,93380 Pierrefitte-sur-Seine,1.95,,,0.914,1.886,1.99,"48.973468486200005, 2.3658464324"
Île-de-France,Seine-et-Marne,77610 Fontenay-Trésigny,1.937,,,,1.885,1.957,"48.71, 2.86"
Hauts-de-France,Pas-de-Calais,62920 Chocques,1.99,,,,1.929,1.99,"50.544, 2.541"
Auvergne-Rhône-Alpes,Isère,38340 Voreppe,1.915,,1.089,,1.876,1.957,"45.306, 5.624"
Hauts-de-France,Nord,59320 Hallennes-lez-Haubourdin,1.926,,0.994,0.949,1.874,1.964,"50.6, 2.938"
Normandie,Seine-Maritime,76230 Isneauville,1.915,,0.998,,1.899,1.979,"49.5039875947, 1.15396459007"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13112 La Destrousse,1.92,1.965,1.199,,1.914,1.999,"43.384, 5.602"
Grand Est,Meurthe-et-Moselle,54500 Vandœuvre-lès-Nancy,1.914,1.858,,0.985,1.813,1.922,"48.654, 6.177"
Île-de-France,Essonne,91300 Massy,,,,,,,"48.722, 2.262"
Normandie,Seine-Maritime,76700 Harfleur,1.99,,0.994,,1.965,1.99,"49.511941098293, 0.20041534246844"
Normandie,Seine-Maritime,76133 Épouville,1.921,1.952,,,,1.99,"49.5618, 0.22054"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6190 Roquebrune-Cap-Martin,1.99,,0.994,,1.962,1.99,"43.76394, 7.48069"
Bretagne,Ille-et-Vilaine,35430 Saint-Jouan-des-Guérets,1.939,,,0.969,1.929,1.999,"48.605, -1.977"
Centre-Val de Loire,Eure-et-Loir,28240 La Loupe,1.939,,,,1.899,1.969,"48.475, 1.026"
Nouvelle-Aquitaine,Landes,40100 Dax,1.934,,0.994,,1.88,1.975,"43.717, -1.051"
Bretagne,Côtes-d'Armor,22400 Lamballe-Armor,1.902,,,,1.835,1.929,"48.462, -2.515"
Île-de-France,Val-d'Oise,95290 L'Isle-Adam,1.924,,0.975,,1.841,1.903,"49.124, 2.248"
Occitanie,Gard,30900 Nîmes,1.846,1.858,,0.959,1.826,,"43.81719, 4.34044"
Hauts-de-France,Pas-de-Calais,62170 Attin,1.893,1.865,0.989,,1.823,,"50.483, 1.758"
Normandie,Seine-Maritime,76380 Canteleu,1.969,1.997,,,,1.995,"49.450973674913996, 1.0342499010497999"
Auvergne-Rhône-Alpes,Haute-Savoie,74570 Groisy,2.159,,,,2.059,2.159,"45.998591793997996, 6.1661544958"
Pays de la Loire,Sarthe,72100 Le Mans,1.935,,,0.919,1.875,1.98,"47.98, 0.221"
Pays de la Loire,Vendée,85100 Les Sables-d'Olonne,1.99,1.99,,,,,"46.4989504, -1.7773459"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13853 Aix-en-Provence,1.893,,0.994,0.914,1.852,1.957,"43.484, 5.383"
Hauts-de-France,Aisne,2000 Laon,1.935,1.951,,,,1.999,"49.5700531713, 3.60820562241"
Grand Est,Haut-Rhin,68460 Lutterbach,1.929,1.932,,,,1.977,"47.759278194842004, 7.2788708436523"
Hauts-de-France,Nord,59820 Gravelines,1.99,,,0.88,1.978,1.99,"50.996, 2.149"
Pays de la Loire,Loire-Atlantique,44522 Mésanger,1.881,,0.995,,1.871,1.954,"47.434802623937, -1.2360880247733999"
Normandie,Manche,50230 Agon-Coutainville,1.946,,,,1.939,1.999,"49.049, -1.593"
Normandie,Manche,50200 Coutances,1.935,1.931,,,,1.954,"49.05, -1.44"
Île-de-France,Val-de-Marne,94700 Maisons-Alfort,1.99,,1.089,,1.983,1.99,"48.80623, 2.43809"
Nouvelle-Aquitaine,Pyrénées-Atlantiques,64700 Urrugne,1.99,,,,1.99,,"43.347, -1.766"
Occitanie,Hérault,34090 Montpellier,1.923,,,,1.888,1.983,"43.627, 3.876"
Grand Est,Bas-Rhin,67100 Strasbourg,1.93,,,,1.88,1.98,"48.543681457439995, 7.765314769311599"
Occitanie,Lot,46000 Cahors,1.898,,0.998,,1.861,1.939,"44.469, 1.43"
Occitanie,Haute-Garonne,31084 Toulouse,1.99,1.99,,,,,"43.554, 1.404"
Occitanie,Aude,11000 Carcassonne,1.867,1.901,,,1.861,,"43.206, 2.311"
Auvergne-Rhône-Alpes,Haute-Savoie,74370 Fillière,1.979,,,,1.899,,"45.963, 6.131"
Nouvelle-Aquitaine,Charente-Maritime,17130 Montendre,1.919,,0.998,,1.899,1.949,"45.29, -0.41"
Occitanie,Hérault,34200 Sète,1.928,,0.994,,1.883,1.967,"43.413, 3.683"
Hauts-de-France,Pas-de-Calais,62250 Landrethun-le-Nord,1.95,1.977,,,,1.996,"50.84, 1.774"
Auvergne-Rhône-Alpes,Rhône,69510 Messimy,1.99,,1.099,,1.99,1.99,"45.697, 4.685"
Île-de-France,Yvelines,78690 Les Essarts-le-Roi,1.955,,1.049,,1.896,1.968,"48.717570147636, 1.8828914484381998"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13200 Arles,1.99,,1.249,1.054,1.99,1.99,"43.65159, 4.67002"
Bourgogne-Franche-Comté,Jura,39150 Saint-Laurent-en-Grandvaux,1.96,2.04,1.09,,,,"46.58, 5.954"
Nouvelle-Aquitaine,Charente,16170 Rouillac,1.928,,1.038,,1.861,1.931,"45.777, -0.061"
Auvergne-Rhône-Alpes,Ain,1430 Ceignes,1.99,,1.239,1.054,1.99,1.99,"46.1237, 5.49956"
Normandie,Eure,27170 Écardenville-la-Campagne,1.99,,,,,1.99,"49.123, 0.847"
Pays de la Loire,Sarthe,72460 Savigné-l'Évêque,1.959,,1.039,,1.909,,"48.063578182587, 0.27933235520161"
Occitanie,Pyrénées-Orientales,66680 Canohès,1.939,,0.998,,1.955,2.029,"42.663, 2.846"
Auvergne-Rhône-Alpes,Ain,1590 Dortan,2.05,2.01,,,,2.06,"46.322, 5.656"
Occitanie,Gers,32500 Fleurance,1.99,,,,1.982,1.99,"43.844, 0.662"
Occitanie,Haute-Garonne,31400 Toulouse,1.922,,,,1.884,1.964,"43.575, 1.49"
Occitanie,Haute-Garonne,31800 Labarthe-Inard,1.979,,,,1.999,2.049,"43.105, 0.815"
Auvergne-Rhône-Alpes,Isère,38520 Le Bourg-d'Oisans,1.999,1.959,,,9.949,2.039,"45.055, 6.031"
Centre-Val de Loire,Indre-et-Loire,37310 Chambourg-sur-Indre,,,,,,,"47.154395342888, 0.9970460036513901"
Bourgogne-Franche-Comté,Jura,39230 Toulouse-le-Château,1.989,2.049,,,,2.089,"46.82592, 5.57429"
Grand Est,Meurthe-et-Moselle,54520 Laxou,1.933,,,,1.88,1.987,"48.694, 6.133"
Centre-Val de Loire,Loiret,45000 Orléans,,,,,,,"47.89983, 1.87967"
Grand Est,Meuse,55200 Commercy,,,,,,,"48.75735, 5.59035"
Grand Est,Moselle,57620 Lemberg,,,,,,,"48.997501789800005, 7.379778558669999"
Auvergne-Rhône-Alpes,Rhône,69600 Oullins,1.919,,,,1.889,1.969,"45.721, 4.795"
Hauts-de-France,Nord,59200 Tourcoing,1.965,,,,1.893,1.973,"50.713, 3.156"
Hauts-de-France,Nord,59700 Marcq-en-Barœul,1.959,,,,1.883,1.963,"50.664, 3.089"
Île-de-France,Seine-et-Marne,77000 Vaux-le-Pénil,1.959,1.919,0.998,,1.879,1.949,"48.541, 2.68"
Hauts-de-France,Pas-de-Calais,62130 Saint-Pol-sur-Ternoise,1.939,,,,1.929,2.009,"50.381, 2.342"
Grand Est,Bas-Rhin,67550 Vendenheim,1.99,,,,1.948,1.99,"48.66705, 7.71943"
Auvergne-Rhône-Alpes,Rhône,69150 Décines-Charpieu,1.921,,1.023,,1.877,1.957,"45.772, 4.97"
Auvergne-Rhône-Alpes,Rhône,69160 Tassin-la-Demi-Lune,1.905,,1.099,,1.882,1.967,"45.764, 4.759"
Auvergne-Rhône-Alpes,Rhône,69490 Vindry-sur-Turdine,1.969,1.909,,,,1.959,"45.87792, 4.5113"
Occitanie,Hérault,34310 Capestang,1.961,,0.998,,1.898,2.013,"43.326, 3.051"
Bourgogne-Franche-Comté,Saône-et-Loire,71000 Mâcon,,,,,,,"46.29928, 4.82714"
Auvergne-Rhône-Alpes,Haute-Savoie,74130 Bonneville,,,,,,,"46.07431, 6.40762"
Auvergne-Rhône-Alpes,Haute-Savoie,74800 Saint-Pierre-en-Faucigny,1.989,,1.079,,1.929,2.009,"46.073, 6.392"
Île-de-France,Paris,75005 Paris,,,,,,,"48.84787, 2.35388"
Normandie,Seine-Maritime,76160 Darnétal,1.953,,,,1.934,2.014,"49.441, 1.148"
Île-de-France,Seine-et-Marne,77100 Meaux,1.966,,0.994,0.969,1.889,1.987,"48.949037155409, 2.8797154887761"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6130 Grasse,2.039,,1.009,,2.009,2.149,"43.63296, 6.95767"
Provence-Alpes-Côte d'Azur,Vaucluse,84220 Gordes,1.95,2.03,,,,,"43.88557, 5.16824"
Nouvelle-Aquitaine,Deux-Sèvres,79130 Secondigny,1.859,,,,1.849,1.949,"46.611, -0.419"
Pays de la Loire,Maine-et-Loire,49540 Terranjou,1.98,2.009,,,,2.029,"47.23, -0.438"
Nouvelle-Aquitaine,Lot-et-Garonne,47240 Castelculier,1.877,,0.944,,1.852,1.953,"44.181, 0.673"
Grand Est,Haut-Rhin,68140 Stosswihr,1.99,,1.099,,1.979,1.99,"48.049, 7.114"
Pays de la Loire,Sarthe,72150 Le Grand-Lucé,1.899,,,,1.879,1.979,"47.87, 0.467"
Provence-Alpes-Côte d'Azur,Vaucluse,84110 Saint-Romain-en-Viennois,1.889,,0.998,0.963,1.884,1.949,"44.247438008131006, 5.0931422309044"
Auvergne-Rhône-Alpes,Loire,42153 Riorges,1.88,1.882,0.998,,,1.977,"46.043, 4.053"
Bourgogne-Franche-Comté,Haute-Saône,70220 Fougerolles-Saint-Valbert,1.9,1.95,,,1.91,,"47.881, 6.395"
Nouvelle-Aquitaine,Gironde,33187 Le Haillan,1.99,,,,1.98,1.99,"44.861, -0.694"
Nouvelle-Aquitaine,Haute-Vienne,87320 Val-d'Oire-et-Gartempe,2.081,2.12,,,,2.144,"46.232, 0.898"
Nouvelle-Aquitaine,Charente-Maritime,17920 Breuillet,1.988,,,0.987,2.037,2.051,"45.699, -1.053"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13400 Aubagne,1.99,,0.994,,1.972,1.99,"43.30053, 5.56976"
Auvergne-Rhône-Alpes,Cantal,15800 Vic-sur-Cère,,,,,,,"44.981, 2.628"
Pays de la Loire,Maine-et-Loire,49350 Gennes-Val-de-Loire,1.939,,,,1.879,1.989,"47.334, -0.232"
Auvergne-Rhône-Alpes,Savoie,73300 La Tour-en-Maurienne,1.939,1.889,,,1.849,,"45.2906, 6.35676"
Auvergne-Rhône-Alpes,Rhône,69125 Colombier-Saugnieu,1.99,,1.149,,1.99,1.99,"45.72329, 5.07109"
Île-de-France,Seine-Saint-Denis,93100 Montreuil,2.019,,,,2.019,2.139,"48.863140989324, 2.4640536046628"
Nouvelle-Aquitaine,Haute-Vienne,87240 Ambazac,1.936,,1.03,,1.92,1.999,"45.95596, 1.3982"
Centre-Val de Loire,Indre-et-Loire,37110 Château-Renault,1.939,,0.998,,1.899,1.989,"47.59, 0.901"
Bretagne,Morbihan,56500 Locminé,1.927,,0.998,,1.895,1.965,"47.89078, -2.83467"
Nouvelle-Aquitaine,Pyrénées-Atlantiques,64100 Bayonne,1.99,1.99,0.994,,,,"43.512, -1.44"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13100 Aix-en-Provence,1.889,,0.994,,1.86,1.957,"43.532005608599995, 5.43734451063"
Nouvelle-Aquitaine,Gironde,33720 Saint-Michel-de-Rieufret,2.141,,,1.408,2.122,2.242,"44.645735006208994, -0.43368731216432005"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13140 Miramas,1.979,,1.239,,1.969,,"43.593, 5.004"
Occitanie,Hérault,34430 Saint-Jean-de-Védas,1.99,,0.994,,1.941,1.99,"43.5776019998, 3.8350995016900002"
Hauts-de-France,Somme,80970 Sailly-Flibeaucourt,2.429,,,1.408,2.429,2.549,"50.167279526076996, 1.7547637895941002"
Centre-Val de Loire,Indre-et-Loire,37000 Tours,1.99,,0.994,,1.965,1.99,"47.381, 0.668"
Hauts-de-France,Oise,60160 Montataire,1.919,,1.049,,1.85,1.963,"49.256, 2.432"
Auvergne-Rhône-Alpes,Puy-de-Dôme,63570 Brassac-les-Mines,1.939,,,,1.879,1.969,"45.414, 3.32"
Grand Est,Moselle,57310 Guénange,1.948,,,,1.888,1.973,"49.29965, 6.2093"
Pays de la Loire,Loire-Atlantique,44600 Saint-Nazaire,2.103,2.096,,,2.066,2.122,"47.263, -2.239"
Grand Est,Haute-Marne,52120 Châteauvillain,1.949,,0.998,,1.949,1.999,"48.031, 4.913"
Provence-Alpes-Côte d'Azur,Var,83300 Draguignan,1.959,,1.199,,1.979,1.999,"43.529, 6.471"
Auvergne-Rhône-Alpes,Rhône,69430 Lantignié,1.989,2.059,,,,2.099,"46.154, 4.619"
Occitanie,Pyrénées-Orientales,66300 Thuir,1.899,,0.999,,1.899,1.969,"42.64, 2.757"
Normandie,Calvados,14600 Équemauville,1.956,,0.998,,1.864,1.932,"49.397, 0.211"
Bourgogne-Franche-Comté,Saône-et-Loire,71360 Épinac,1.909,1.969,,,1.939,,"46.989, 4.523"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6240 Beausoleil,1.99,,,1.031,1.99,1.99,"43.75, 7.423"
Occitanie,Gers,32120 Mauvezin,1.929,,1.079,,1.919,2.019,"43.731, 0.881"
Auvergne-Rhône-Alpes,Rhône,69008 Lyon,1.915,,,,1.887,1.962,"45.7326, 4.88081"
Corse,Haute-Corse,20217 Saint-Florent,1.975,1.975,,,,,"42.681, 9.304"
Pays de la Loire,Vendée,85300 Challans,1.887,,,0.918,1.804,1.886,"46.853112213325, -1.8958984113336"
Bourgogne-Franche-Comté,Doubs,25420 Bart,1.989,2.039,,,,2.089,"47.487, 6.77"
Normandie,Seine-Maritime,76230 Bois-Guillaume,1.94,,,,1.916,1.974,"49.470116509600004, 1.11748807822"
Centre-Val de Loire,Loiret,45270 Bellegarde,1.986,,,,1.972,2.043,"47.992, 2.449"
Île-de-France,Seine-et-Marne,77410 Villevaudé,1.964,,,0.924,1.909,1.986,"48.905201156416005, 2.6412004299141003"
Bourgogne-Franche-Comté,Saône-et-Loire,71140 Bourbon-Lancy,1.979,2.029,,,,2.069,"46.623, 3.761"
Provence-Alpes-Côte d'Azur,Var,83260 La Crau,1.865,1.894,,,1.868,1.914,"43.154, 6.07"
Bretagne,Morbihan,56200 La Gacilly,1.979,1.999,,,,2.049,"47.77109, -2.13057"
Occitanie,Hérault,34980 Saint-Gély-du-Fesc,1.968,,0.999,,1.938,2.038,"43.6795, 3.82064"
Centre-Val de Loire,Loir-et-Cher,41200 Pruniers-en-Sologne,1.939,1.959,,,1.899,1.999,"47.34846, 1.7213"
Centre-Val de Loire,Indre-et-Loire,37170 Chambray-lès-Tours,1.912,,0.994,,1.86,1.966,"47.317, 0.711"
Centre-Val de Loire,Loir-et-Cher,41110 Saint-Aignan,1.899,1.916,,,1.842,1.985,"47.26053, 1.36226"
Auvergne-Rhône-Alpes,Drôme,26200 Montélimar,1.847,,,,1.805,1.909,"44.532, 4.748"
Auvergne-Rhône-Alpes,Ardèche,7700 Bourg-Saint-Andéol,1.949,,0.998,,1.959,2.039,"44.382, 4.642"
Auvergne-Rhône-Alpes,Ardèche,7410 Saint-Félicien,1.952,1.934,,,,2.023,"45.089944819115, 4.6296841601189"
Pays de la Loire,Loire-Atlantique,44400 Rezé,1.9,,,0.924,1.81,1.919,"47.16, -1.545"
Grand Est,Moselle,57160 Scy-Chazelles,1.919,1.945,,,,1.986,"49.109, 6.123"
Bourgogne-Franche-Comté,Jura,39160 Saint-Amour,1.919,,,,1.899,1.979,"46.442, 5.343"
Bourgogne-Franche-Comté,Doubs,25300 Les Fourgs,1.954,1.945,,,,,"46.842, 6.395"
Occitanie,Haute-Garonne,31210 Montréjeau,1.99,1.99,,,,,"43.086, 0.574"
Hauts-de-France,Oise,60390 Auneuil,1.949,1.969,,,,1.989,"49.368, 1.987"
Île-de-France,Hauts-de-Seine,92420 Vaucresson,2.089,,,,2.039,2.139,"48.838, 2.166"
Grand Est,Haut-Rhin,68703 Cernay,1.887,,,0.964,1.815,1.884,"47.7936523884, 7.17024938652"
Occitanie,Haute-Garonne,31600 Muret,1.889,1.912,,,1.868,,"43.461, 1.326"
Île-de-France,Yvelines,78000 Versailles,2.029,,,,1.989,2.109,"48.805, 2.153"
Nouvelle-Aquitaine,Charente-Maritime,17630 La Flotte,1.827,1.865,,,1.83,1.91,"46.179, -1.328"
Nouvelle-Aquitaine,Haute-Vienne,87400 Saint-Léonard-de-Noblat,1.99,1.99,,,,1.99,"45.861, 1.515"
Auvergne-Rhône-Alpes,Loire,42270 Saint-Priest-en-Jarez,1.889,,0.999,,1.886,1.98,"45.479, 4.358"
Île-de-France,Seine-et-Marne,77580 Crécy-la-Chapelle,2.048,2.096,,,,2.145,"48.86, 2.908"
Pays de la Loire,Loire-Atlantique,44800 Saint-Herblain,1.873,1.829,0.958,,1.799,1.857,"47.222, -1.606"
Pays de la Loire,Sarthe,72800 Le Lude,1.891,,,,1.881,1.95,"47.64, 0.154"
Occitanie,Lozère,48600 Bel-Air-Val-d'Ance,1.929,1.989,,,,1.99,"44.85347, 3.66108"
Auvergne-Rhône-Alpes,Ain,1190 Saint-Bénigne,1.939,1.979,,,,2.009,"46.442, 4.97"
Île-de-France,Paris,75001 Paris,2.29,2.39,,,,2.42,"48.861, 2.341"
Bourgogne-Franche-Comté,Jura,39240 Arinthod,1.959,,,,1.919,1.999,"46.394, 5.57"
Centre-Val de Loire,Eure-et-Loir,28700 Auneau-Bleury-Saint-Symphorien,1.932,,,,1.871,1.952,"48.461, 1.769"
Auvergne-Rhône-Alpes,Ardèche,7200 Aubenas,1.959,,,0.989,1.899,1.969,"44.614, 4.406"
Occitanie,Hérault,34170 Castelnau-le-Lez,1.985,,0.998,,1.987,2.048,"43.64238769999999, 3.9029789"
Provence-Alpes-Côte d'Azur,Hautes-Alpes,5300 Laragne-Montéglin,1.976,,,,1.962,1.99,"44.31, 5.832"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13011 Marseille,1.962,,,0.999,1.978,2.055,"43.303, 5.475"
Centre-Val de Loire,Indre-et-Loire,37150 Bléré,1.919,,,,1.879,1.953,"47.328, 0.987"
Pays de la Loire,Loire-Atlantique,44190 Gétigné,1.99,,0.994,,1.963,1.99,"47.078, -1.24"
Nouvelle-Aquitaine,Lot-et-Garonne,47510 Foulayronnes,1.99,1.99,,,,,"44.23225, 0.6387999999999799"
Nouvelle-Aquitaine,Charente-Maritime,17132 Meschers-sur-Gironde,1.889,,,,1.875,1.975,"45.559, -0.954"
Bretagne,Ille-et-Vilaine,35650 Le Rheu,1.929,,1.039,,1.899,1.989,"48.093, -1.782"
Pays de la Loire,Mayenne,53000 Laval,1.909,,,,1.869,1.949,"48.06952, -0.7508"
Centre-Val de Loire,Cher,18330 Neuvy-sur-Barangeon,2.059,2.089,,,,2.114,"47.31545, 2.25574"
Nouvelle-Aquitaine,Dordogne,24750 Trélissac,1.914,,,,1.908,1.988,"45.19834, 0.74134"
Pays de la Loire,Maine-et-Loire,49630 Mazé-Milon,1.99,1.99,,,,,"47.463, -0.29"
Grand Est,Haut-Rhin,68000 Colmar,1.92,,,0.949,1.852,1.962,"48.091, 7.366"
Normandie,Manche,50710 Créances,1.908,1.944,,,,1.979,"49.1975392, -1.5436047"
Bretagne,Ille-et-Vilaine,35360 Montauban-de-Bretagne,1.915,1.92,0.998,,1.875,,"48.197, -2.039"
Provence-Alpes-Côte d'Azur,Vaucluse,84800 L'Isle-sur-la-Sorgue,1.959,,0.999,,1.899,2.009,"43.925, 5.063"
Île-de-France,Seine-et-Marne,77950 Rubelles,1.979,1.969,,,,1.999,"48.5527528221, 2.67091809609"
Normandie,Orne,61190 Tourouvre au Perche,1.989,2.005,,,,2.03,"48.589, 0.653"
Auvergne-Rhône-Alpes,Isère,38480 Romagnieu,2.109,,1.429,1.054,2.059,2.159,"45.577923957245, 5.6305877865600005"
Auvergne-Rhône-Alpes,Puy-de-Dôme,63120 Courpière,1.919,2.019,1.169,,,2.059,"45.759, 3.542"
Auvergne-Rhône-Alpes,Savoie,73240 Saint-Genix-les-Villages,1.949,1.979,0.998,,,1.999,"45.596, 5.637"
Auvergne-Rhône-Alpes,Haute-Savoie,74520 Vulbens,1.949,1.955,0.999,,1.929,1.99,"46.105, 5.959"
Île-de-France,Yvelines,78440 Juziers,1.985,1.98,,,,1.999,"48.99, 1.835"
Bourgogne-Franche-Comté,Saône-et-Loire,71160 Digoin,1.99,,,0.985,1.99,1.99,"46.483, 3.975"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13870 Rognonas,1.917,1.917,,,,,"43.897, 4.794"
Centre-Val de Loire,Loiret,45450 Fay-aux-Loges,1.945,1.955,,,,1.985,"47.923961799999994, 2.1357139000000003"
Auvergne-Rhône-Alpes,Haute-Loire,43100 Brioude,1.975,1.99,,,,,"45.289, 3.369"
Auvergne-Rhône-Alpes,Isère,38980 Viriville,1.93,1.93,,,,1.98,"45.321, 5.207"
Provence-Alpes-Côte d'Azur,Var,83136 Forcalqueiret,1.99,1.99,,,,1.99,"43.339, 6.084"
Auvergne-Rhône-Alpes,Savoie,73420 Voglans,1.857,,,,1.791,,"45.63899019721801, 5.8915436274"
Hauts-de-France,Pas-de-Calais,62800 Liévin,1.926,,,0.929,1.874,1.949,"50.418, 2.769"
Occitanie,Pyrénées-Orientales,66000 Perpignan,1.851,1.854,0.974,,,1.929,"42.686, 2.883"
Île-de-France,Val-d'Oise,95520 Osny,1.913,,0.962,,1.826,1.904,"49.068, 2.088"
Provence-Alpes-Côte d'Azur,Var,83700 Saint-Raphaël,1.939,,0.999,,1.869,2.039,"43.427, 6.784"
Pays de la Loire,Maine-et-Loire,49150 Baugé-en-Anjou,1.889,1.949,1.019,,1.899,1.989,"47.54701, -0.11990000000002"
Occitanie,Gard,30700 Uzès,1.99,1.99,,,,,"44.00805, 4.41802"
Auvergne-Rhône-Alpes,Rhône,69830 Saint-Georges-de-Reneins,1.867,,,,1.826,1.942,"46.06, 4.721"
Auvergne-Rhône-Alpes,Allier,3150 Varennes-sur-Allier,1.919,1.959,,,,1.999,"46.316, 3.398"
Île-de-France,Val-d'Oise,95490 Cergy,,,,,,,"49.047, 2.054"
Nouvelle-Aquitaine,Landes,40465 Pontonx-sur-l'Adour,1.939,,0.998,,1.849,1.909,"43.78529, -0.93105"
Bretagne,Finistère,29880 Plouguerneau,1.959,1.959,,,,1.981,"48.60691644999999, -4.5110560012668"
Bretagne,Ille-et-Vilaine,35510 Cesson-Sévigné,1.981,1.975,,,,1.999,"48.119349400000004, -1.6038189988216"
Grand Est,Haute-Marne,52000 Chaumont,1.902,,,,1.852,1.924,"48.12276, 5.14906"
Auvergne-Rhône-Alpes,Ain,1750 Replonges,1.918,1.948,,,1.876,,"46.299, 4.881"
Occitanie,Hérault,34290 Servian,1.915,1.94,1.065,,1.899,,"43.422, 3.313"
Centre-Val de Loire,Eure-et-Loir,28160 Dampierre-sous-Brou,2.084,,,,2.114,2.224,"48.24, 1.083"
Occitanie,Haute-Garonne,31600 Lherm,1.939,,,,1.969,2.049,"43.43, 1.223"
Occitanie,Tarn-et-Garonne,82700 Montech,1.99,1.99,,,,,"43.956, 1.221"
Occitanie,Haute-Garonne,31500 Toulouse,1.99,1.99,,,1.99,,"43.606, 1.481"
Occitanie,Lot,46220 Prayssac,1.928,,0.998,,1.892,1.955,"44.502, 1.186"
Provence-Alpes-Côte d'Azur,Hautes-Alpes,5230 Chorges,1.914,,0.994,,1.868,1.947,"44.552, 6.256"
Nouvelle-Aquitaine,Deux-Sèvres,79800 Pamproux,2.119,,,1.083,2.119,2.139,"46.451845219877, -0.015977181017418"
Île-de-France,Seine-Saint-Denis,93000 Bobigny,1.972,,,,1.916,,"48.914, 2.441"
Nouvelle-Aquitaine,Corrèze,19100 Brive-la-Gaillarde,1.902,1.882,,,,1.913,"45.145, 1.483"
Nouvelle-Aquitaine,Lot-et-Garonne,47210 Villeréal,1.919,1.939,0.998,,1.929,,"44.635, 0.738"
Île-de-France,Val-de-Marne,94290 Villeneuve-le-Roi,1.938,2.029,,,1.979,2.079,"48.728739311157995, 2.4318446308188"
Auvergne-Rhône-Alpes,Haute-Loire,43190 Tence,1.919,1.969,,,,2.019,"45.108552970837, 4.2958388576009"
Centre-Val de Loire,Loiret,45120 Châlette-sur-Loing,1.929,,1.002,,1.935,1.99,"48.00717, 2.72287"
Nouvelle-Aquitaine,Deux-Sèvres,79500 Fontivillié,2.02,,,,2.0,,"46.205, -0.097"
Pays de la Loire,Loire-Atlantique,44119 Treillières,2.065,,,,2.082,2.202,"47.338, -1.655"
Île-de-France,Val-de-Marne,94470 Boissy-Saint-Léger,2.079,,1.149,,2.099,2.169,"48.748, 2.51"
Provence-Alpes-Côte d'Azur,Var,83100 Toulon,2.009,,,,2.019,2.139,"43.1175148, 5.936695"
Occitanie,Haute-Garonne,31000 Toulouse,1.919,,0.994,,1.864,1.959,"43.62771, 1.47973"
Bourgogne-Franche-Comté,Yonne,89250 Seignelay,1.979,2.049,,,,2.089,"47.902354808005, 3.6105720708072"
Occitanie,Tarn-et-Garonne,82110 Cazes-Mondenard,1.99,,,,1.98,,"44.235, 1.207"
Grand Est,Meurthe-et-Moselle,54800 Jarny,1.961,,,,1.977,2.058,"49.1656954684, 5.863708558669999"
Île-de-France,Val-d'Oise,95500 Gonesse,1.954,,0.994,,1.876,1.962,"48.99401, 2.42407"
Hauts-de-France,Oise,60150 Thourotte,1.889,,0.992,,1.874,1.935,"49.479, 2.868"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6250 Le Cannet,1.99,,1.249,1.054,1.99,1.99,"43.584, 7.025"
Occitanie,Aude,11700 Capendu,1.969,,,,1.989,2.069,"43.18546, 2.5573"
Grand Est,Moselle,57070 Metz,1.999,,,0.999,2.039,2.099,"49.12009, 6.21832"
Pays de la Loire,Maine-et-Loire,49110 Montrevault-sur-Èvre,1.939,,0.998,,1.899,1.979,"47.262074749681, -1.03828307453"
Occitanie,Aveyron,12270 La Fouillade,1.899,,,,1.919,1.989,"44.240241001506, 2.0328320468272003"
Île-de-France,Seine-Saint-Denis,93380 Pierrefitte-sur-Seine,1.949,,0.994,,1.889,1.984,"48.9660970452, 2.36413094302"
Bourgogne-Franche-Comté,Nièvre,58200 Cosne-Cours-sur-Loire,,,,,,,"47.4141251216, 2.92602785587"
Grand Est,Marne,51230 Fère-Champenoise,1.919,1.945,,,,1.956,"48.759, 3.986"
